twitter_account,twitter_user,full_name,party,followers,tweet_count,retweets_total,favorites_total,retweets_per_tweet,favorites_per_tweet
Duncan4Congress,Jeff Duncan,Jeff Duncan,R,4421,60,259,1578,4.316666666666666,26.3
senorrinhatch,Senator Hatch Office,Orrin Hatch,R,115161,4727,589922,1818127,124.79839221493548,384.62597842183203
RepMullin,Markwayne Mullin,Markwayne Mullin,R,29844,1489,15518,50707,10.42175957018133,34.05439892545333
EdMarkey,Ed Markey,Ed Markey,D,240468,1540,103606,640259,67.27662337662338,415.7525974025974
RepRashida,Congresswoman Rashida Tlaib,Rashida Tlaib,D,502610,750,103668,421047,138.224,561.396
Lancegooden,Lance Gooden,Lance Gooden,R,106641,295,30253,100460,102.55254237288136,340.54237288135596
RepTimmons,Congressman William Timmons,William Timmons,R,10621,360,4241,10676,11.780555555555555,29.655555555555555
KathyCastorFL,Kathy Castor,Kathy Castor,D,2943,510,2820,10376,5.529411764705882,20.345098039215685
CaptClayHiggins,Clay Higgins,Clay Higgins,R,2665,17,183,694,10.764705882352942,40.8235294117647
RepGregStanton,Rep. Greg Stanton,Greg Stanton,D,10843,595,9348,27903,15.710924369747898,46.89579831932773
ewarren,Elizabeth Warren,Elizabeth Warren,D,5756474,7079,9576944,52312431,1352.8667890945048,7389.805198474361
SteveChabot,Steve Chabot,Steve Chabot,R,3247,132,409,913,3.0984848484848486,6.916666666666667
JoeCrowleyNY,Joe Crowley,Joseph Crowley,D,31114,2822,86802,178044,30.759036144578314,63.09142452161588
USRepLong,U.S. Rep. Billy Long,Billy Long,R,27178,1515,27500,86480,18.151815181518153,57.082508250825086
jackiewalorski,Jackie Walorski,Jackie Walorski,R,4697,682,563,2241,0.8255131964809385,3.2859237536656893
SteveScalise,Steve Scalise,Steve Scalise,R,468649,2947,2456605,7634092,833.5951815405497,2590.4621649134715
BradSherman,Rep. Brad Sherman,Brad Sherman,D,56449,1572,65992,164160,41.979643765903305,104.42748091603053
SenatorHeitkamp,Archive: Sen. Heidi Heitkamp,Heidi Heitkamp,D,102893,4838,163810,462093,33.85903265812319,95.51322860686234
SenFeinstein,Senator Dianne Feinstein,Dianne Feinstein,D,1497227,5821,5859507,15280244,1006.6151863940904,2625.020443222814
SteveKingIA,Steve King,Steve King,R,104905,1229,230698,590509,187.71196094385678,480.4792514239219
RepAlLawsonJr,US Rep. Al Lawson Jr,Al Lawson,D,16069,1173,4695,11595,4.002557544757034,9.884910485933505
RepRobWoodall,Rob Woodall,Rob Woodall,R,17457,845,4752,10387,5.623668639053254,12.292307692307693
RepPaulTonko,Paul Tonko ,Paul Tonko,D,26646,2747,26379,60808,9.602839461230433,22.13614852566436
Palmer4Alabama,Gary Palmer,Gary Palmer,R,2766,175,258,805,1.4742857142857142,4.6
PeterRoskam,Peter Roskam,Peter Roskam,R,26364,416,2887,6669,6.939903846153846,16.03125
DonaldNorcross,Donald Norcross,Donald Norcross,D,12351,2358,10564,29255,4.480067854113655,12.406700593723494
xochnm,Xochitl Torres Small,Xochitl Torres Small,D,12935,297,5111,16145,17.208754208754208,54.36026936026936
Perduesenate,David Perdue,David Perdue,R,69571,1068,8174,29009,7.653558052434457,27.161985018726593
PatTiberi,Pat Tiberi,Pat Tiberi,R,13587,424,2930,9182,6.910377358490566,21.65566037735849
RepThompson,Mike (Wear A Mask) Thompson,Mike Thompson,D,37696,4315,56715,177704,13.143684820393975,41.18285052143685
DrPaulGosar,Paul Gosar,Paul Gosar,R,119899,2019,115579,398555,57.245666171371965,197.40217929668154
AdamSchiff,Adam Schiff,Adam Schiff,D,575833,1029,2045921,6246438,1988.2614188532557,6070.396501457726
pallonefornj,"Frank Pallone, Jr.",Frank Pallone,D,3749,482,1016,2766,2.107883817427386,5.738589211618257
RepDeanPhillips,Rep. Dean Phillips ,Dean Phillips,D,46306,1277,42370,144570,33.17932654659358,113.21064996084573
RobBishopUT,Bishop for Congress,Rob Bishop,R,1175,35,48,133,1.3714285714285714,3.8
RepMcGovern,Rep. Jim McGovern,Jim McGovern,D,103940,4343,778809,1511653,179.32512088418144,348.0665438636887
RepKayGranger,Rep. Kay Granger,Kay Granger,R,25298,753,4421,15606,5.871181938911023,20.725099601593627
RepMcKinley,David B. McKinley,David McKinley,R,32635,1897,4879,16936,2.5719557195571956,8.927780706378492
RepVanTaylor,Rep Van Taylor,Van Taylor,R,8086,411,2625,8511,6.386861313868613,20.708029197080293
dinatitus,Dina Titus,Dina Titus,D,11283,1521,11183,33522,7.352399737015122,22.039447731755423
RepDLamborn,Rep. Doug Lamborn,Doug Lamborn,R,33820,1806,55631,179674,30.803433001107418,99.48726467331119
GaryPeters,Gary Peters,Gary Peters,D,41804,733,18961,60562,25.867667121418826,82.62210095497953
repdonyoung,Rep. Don Young,Don Young,R,25237,590,3130,8799,5.305084745762712,14.913559322033898
RepDavidRouzer,David Rouzer,David Rouzer,R,15556,565,3484,10296,6.166371681415929,18.223008849557523
GrothmanforWI,Glenn Grothman,Glenn Grothman,R,2245,700,681,1261,0.9728571428571429,1.8014285714285714
RepMGriffith,Morgan Griffith,Morgan Griffith,R,31260,614,8253,13934,13.441368078175897,22.693811074918568
SenJohnKennedy,John Kennedy,John Kennedy,R,220698,1685,115030,475984,68.26706231454006,282.4830860534125
JoseSerranoBX,Jose E. Serrano,Jose E. Serrano,D,33414,1234,12024,31980,9.743922204213938,25.915721231766614
LloydSmuckerPA,Lloyd Smucker,Lloyd Smucker,R,1379,131,291,963,2.2213740458015265,7.351145038167939
SusanWBrooks,Susan W. Brooks,Susan Brooks,R,22762,3441,11107,40652,3.227840743969776,11.81400755594304
JerryNadler,(((Jerry Nadler))),Jerry Nadler,D,22203,598,15813,31111,26.44314381270903,52.025083612040135
Troy_Balderson,Troy Balderson,Troy Balderson,R,7808,461,7269,21286,15.767895878524946,46.17353579175705
RepHalRogers,Hal Rogers,Hal Rogers,R,21315,400,1608,5493,4.02,13.7325
RepSeanMaloney,Sean Patrick Maloney,Sean Patrick Maloney,D,136524,3575,218871,913971,61.22265734265734,255.65622377622378
RepRonKind,Rep. Ron Kind,Ron Kind,D,19395,616,3260,10091,5.292207792207792,16.381493506493506
RepGallagher,Rep. Gallagher Press Office,Mike Gallagher,R,33570,2752,72495,157080,26.34265988372093,57.07848837209303
RepRickLarsen,Rep. Rick Larsen,Rick Larsen,D,22218,4305,40646,94437,9.44157955865273,21.93658536585366
RepKarenBass,Congressmember Bass,Karen Bass,D,181835,2234,451447,1383369,202.08012533572068,619.234109221128
LangevinForRI,LangevinForCongress,James Langevin,D,1261,616,461,930,0.7483766233766234,1.5097402597402598
WilliamKeating,Bill Keating,Bill Keating,D,4121,167,357,1106,2.1377245508982035,6.622754491017964
AnthonyBrownMD4,Anthony G. Brown,Anthony G. Brown,D,8436,230,8570,37459,37.26086956521739,162.86521739130436
RepLoisFrankel,Rep. Lois Frankel,Lois Frankel,D,32957,2860,96873,211922,33.871678321678324,74.0986013986014
LisaForSenate,Lisa Murkowski,Lisa Murkowski,R,6252,1,3,27,3.0,27.0
SenCortezMasto,Senator Cortez Masto,Catherine Cortez Masto,D,57016,6087,161666,404100,26.559224576967306,66.38738294726467
RepJoeWilson,Joe Wilson,Joe Wilson,R,20277,1380,6719,22012,4.868840579710145,15.950724637681159
RepAndyLevin,Rep. Andy Levin,Andy Levin,D,26630,1109,62298,288629,56.17493237150586,260.2605951307484
DaveForIowa,Dave Loebsack for Iowa,Dave Loebsack,D,3007,151,2175,7412,14.403973509933774,49.086092715231786
RepDonBacon,Rep. Don Bacon,Don Bacon,R,17138,6527,34065,115551,5.21908993411981,17.70353914508963
Elizabeth_Esty,Elizabeth Esty,Elizabeth Esty,D,20126,2019,21100,51338,10.450718177315503,25.427439326399206
RepBera,"Ami Bera, M.D.",Ami Bera,D,45107,2073,19359,68177,9.33863965267728,32.8880849011095
Dr_RaulRuiz,Dr. Raul Ruiz,Raul Ruiz,D,3151,13,66,102,5.076923076923077,7.846153846153846
SenatorWicker,Senator Roger Wicker,Roger Wicker,R,103627,2450,72517,186150,29.59877551020408,75.9795918367347
RepConorLamb,Conor Lamb,Conor Lamb,D,21339,450,3084,13816,6.8533333333333335,30.702222222222222
robportman,Rob Portman,Rob Portman,R,20186,102,919,3687,9.009803921568627,36.14705882352941
MariaCantwell,Maria Cantwell,Maria Cantwell,D,8731,275,1023,3398,3.72,12.356363636363636
Maggie_Hassan,Maggie Hassan,Maggie Hassan,D,16562,82,1031,3413,12.573170731707316,41.6219512195122
RepUnderwood,Rep. Lauren Underwood,Lauren Underwood,D,111894,1006,82347,345639,81.8558648111332,343.5775347912525
SenRonJohnson,Senator Ron Johnson,Ron Johnson,R,262340,2024,51785,160626,25.585474308300395,79.36067193675889
RepTomMacArthur,Archive: Tom MacArthur,Tom MacArthur,R,12477,722,3035,11409,4.203601108033241,15.801939058171746
bradyfortexas,Kevin Brady for Congress,Kevin Brady,R,2814,1288,2320,5889,1.8012422360248448,4.572204968944099
RepLowenthal,Rep. Alan Lowenthal,Alan Lowenthal,D,37274,3152,45385,131347,14.398794416243655,41.671002538071065
SenatorSinema,Kyrsten Sinema,Kyrsten Sinema,D,149674,4591,83857,416105,18.265519494663472,90.63493792202135
RepKathleenRice,Kathleen Rice,Kathleen Rice,D,34227,1716,86028,236957,50.13286713286713,138.08682983682985
jerrymcnerney,Jerry McNerney,Jerry McNerney,D,1907,62,57,152,0.9193548387096774,2.4516129032258065
RepCardenas,Rep. Tony Cardenas,Tony Cardenas,D,26058,1634,19824,49003,12.13219094247246,29.989596083231334
RepJimRenacci,Rep. Jim Renacci,Jim Renacci,R,28851,1318,5446,18385,4.132018209408194,13.94916540212443
RepDWStweets,Rep. Debbie Wasserman Schultz,Debbie Wasserman Schultz,D,18616,2072,20744,48004,10.011583011583012,23.167953667953668
BenSasse,Ben Sasse,Ben Sasse,R,293982,2697,375489,1849037,139.22469410456063,685.5902855024101
hakeemjeffries,Hakeem Jeffries,Hakeem Jeffries,D,41415,81,22770,90264,281.1111111111111,1114.3703703703704
SenDonnelly,Archive: Senator Joe Donnelly,Joe Donnelly,D,99737,2225,46444,151678,20.87370786516854,68.16988764044943
RepHanabusa,Colleen Hanabusa,Colleen Hanabusa,D,11489,1096,9395,21094,8.572080291970803,19.246350364963504
MichaelBennet,Michael Bennet,Michael Bennet,D,52138,2409,78173,391097,32.45039435450394,162.34827729348277
RepDavidYoung,David Young,David Young,R,12088,1637,4711,11696,2.8778252901649357,7.144777031154551
Buddy_Carter,Buddy Carter,Buddy Carter,R,6518,412,2346,2977,5.694174757281553,7.225728155339806
SenToddYoung,Senator Todd Young,Todd Young,R,65380,3189,85851,201503,26.920978363123236,63.18689244277203
RepArmstrongND,Congressman Kelly Armstrong,Kelly Armstrong,R,20994,886,42918,139125,48.44018058690745,157.02595936794583
MikeRogersCamp,Mike Rogers Campaign,Mike Rogers,R,566,200,506,1788,2.53,8.94
repjimcooper,Jim Cooper,Jim Cooper,D,37571,1475,69500,149664,47.11864406779661,101.4671186440678
RepArrington,Rep. Jodey Arrington,Jodey Arrington,R,18572,1925,49138,157683,25.526233766233766,81.91324675324675
CedricRichmond,Cedric Richmond,Cedric Richmond,D,23047,300,1494,4341,4.98,14.47
DaveJoyceOH14,Just Dave,David Joyce,R,3245,319,633,2215,1.9843260188087775,6.943573667711599
TGowdySC,Trey Gowdy,Trey Gowdy,R,1182210,193,152003,726408,787.580310880829,3763.7720207253888
RepHuizenga,Rep. Bill Huizenga,Bill Huizenga,R,24471,887,6051,18838,6.821871476888388,21.237880496054114
MorganGriffith,Morgan Griffith,Morgan Griffith,R,2165,231,2037,5227,8.818181818181818,22.627705627705627
BobBradyPHL,Congressman Bob Brady,Bob Brady,D,13680,107,1051,3684,9.822429906542055,34.429906542056074
TimWalberg,Walberg for Congress,Tim Walberg,R,1537,110,102,294,0.9272727272727272,2.672727272727273
RepAlGreenTX,Congressman Al Green,Al Green,D,1549,10,25,34,2.5,3.4
DebHaalandNM,Deb Haaland,Deb Haaland,D,293355,3664,122164,508776,33.34170305676856,138.85807860262008
TomColeOK04,Rep. Tom Cole,Tom Cole,R,27949,534,6833,22307,12.795880149812733,41.77340823970037
RepBrindisi,Rep. Anthony Brindisi,Anthony Brindisi,D,13454,1694,6729,38435,3.9722550177095632,22.688902007083826
RepRoybalAllard,Rep. Lucille Roybal-Allard,Lucille Roybal-Allard,D,34677,3562,37195,78332,10.442167321729366,21.991016282987086
JoshGottheimer,Josh Gottheimer,Josh Gottheimer,D,6791,1418,2809,12622,1.9809590973201692,8.901269393511988
RepDanDonovan,Archive: Dan Donovan,Dan Donovan,R,5247,814,3979,12461,4.888206388206388,15.308353808353809
ReElectCummings,Elijah E. Cummings,Elijah Cummings,D,3804,304,8462,24890,27.835526315789473,81.875
DrPhilRoe,Dr. Phil Roe,Phil Roe,R,20400,963,8592,32134,8.922118380062305,33.36863966770509
DonBeyerVA,Don Beyer,Don Beyer,D,8132,698,6745,30993,9.663323782234958,44.402578796561606
RepSusanWild,Rep. Susan Wild,Susan Wild,D,12950,1402,14058,44880,10.027104136947218,32.0114122681883
Scotttaylorva,Scott Taylor,Scott Taylor,R,15666,1694,17672,64568,10.43211334120425,38.11570247933884
boblatta,U.S. Rep. Bob Latta,Bob Latta,R,37782,1722,6037,20810,3.5058072009291523,12.084785133565621
BryanSteil,Bryan Steil,Bryan Steil,R,2944,903,2637,11170,2.920265780730897,12.369878183831672
RepMoBrooks,Mo Brooks,Mo Brooks,R,113828,1324,25498,71741,19.258308157099698,54.18504531722054
RepHolding,Former Rep. George Holding,George Holding,R,17785,262,5635,12052,21.50763358778626,46.0
RepBalderson,Congressman Troy Balderson,Troy Balderson,R,4730,713,2622,9901,3.6774193548387095,13.886395511921458
sethmoulton,Seth Moulton,Seth Moulton,D,154851,4020,595109,2119016,148.03706467661692,527.118407960199
StenyHoyer,Steny Hoyer,Steny Hoyer,D,17466,302,517,1496,1.7119205298013245,4.953642384105961
RepAmata,Rep. Aumua Amata,Amata Coleman Radewagen,R,3648,345,379,1219,1.098550724637681,3.533333333333333
USRepGaryPalmer,Gary Palmer,Gary Palmer,R,21501,771,3569,11229,4.62905317769131,14.56420233463035
RepDwightEvans,Congressman Dwight Evans,Dwight Evans,D,19965,4782,51413,134890,10.751359263906314,28.207862818904225
repdelgado,Congressman Antonio Delgado,Antonio Delgado,D,23799,1978,11127,47858,5.625379170879676,24.195146612740142
TulsiPress,Former Rep. Tulsi Gabbard,Tulsi Gabbard,D,279955,2147,98542,298904,45.89753143921751,139.2193758733116
DonnaShalala,Donna E. Shalala,Donna Shalala,D,22914,797,33051,100563,41.46925972396487,126.17691342534505
BobbyScott,Rep. Bobby Scott,Bobby Scott,D,44915,2166,28453,67454,13.136195752539242,31.142197599261312
JudgeCarter,Judge Carter,John Carter,R,18494,1264,5115,17875,4.046677215189874,14.141613924050633
Marcy_Kaptur,Marcy Kaptur,Marcy Kaptur,D,2871,86,286,955,3.3255813953488373,11.104651162790697
repdinatitus,Dina Titus,Dina Titus,D,39996,4944,76783,186917,15.530542071197411,37.80683656957929
SenBillNelson,Bill Nelson,Bill Nelson,D,339534,931,273083,794366,293.3222341568206,853.2395273899033
TimRyan,Tim Ryan,Tim Ryan,D,166902,3270,86905,368754,26.57645259938838,112.76880733944954
BobbyScott4VA3,Bobby Scott,Bobby Scott,D,3520,103,1105,3991,10.728155339805825,38.74757281553398
CongressmanGT,Glenn 'GT' Thompson,Glenn Thompson,R,22469,1879,4181,16511,2.225119744544971,8.787120808940927
carbajalsalud,Salud Carbajal,Salud Carbajal,D,2667,58,373,1487,6.431034482758621,25.637931034482758
VoteTimmons,William Timmons,William Timmons,R,1668,89,241,1189,2.707865168539326,13.359550561797754
RepGarretGraves,Rep. Garret Graves,Garret Graves,R,15307,1163,2894,11061,2.4883920894239036,9.510748065348237
GregForMontana,Greg Gianforte,Greg Gianforte,R,8964,229,7100,28235,31.004366812227076,123.29694323144105
JaredHuffman,Rep. Jared Huffman,Jared Huffman,D,15562,2624,50940,238551,19.413109756097562,90.91120426829268
RepGregPence,Rep. Greg Pence,Greg Pence,R,11479,743,19739,74266,26.566621803499327,99.9542395693136
RepStephenLynch,Rep. Stephen Lynch,Stephen F. Lynch,D,27420,2018,13236,42580,6.558969276511397,21.10009910802775
RandPaul,Senator Rand Paul,Rand Paul,R,3306655,2157,2762114,9699380,1280.5350023180342,4496.699119146963
CatherineForNV,Catherine Cortez Masto,Catherine Cortez Masto,D,32908,143,2644,7430,18.48951048951049,51.95804195804196
Mike_CA05,Mike (Wear a Mask) Thompson,Mike Thompson,D,828,83,52,147,0.6265060240963856,1.7710843373493976
RepPeteStauber,Pete Stauber,Pete Stauber,R,8514,571,5552,16187,9.723292469352014,28.34851138353765
RepAGonzalez,Rep. Anthony Gonzalez,Anthony Gonzalez,R,22201,663,13478,32960,20.328808446455504,49.71342383107089
MikeLevin,Mike Levin,Mike Levin,D,110856,2871,1141636,3380442,397.6440264716127,1177.4440961337514
JoaquinCastrotx,Joaquin Castro,Joaquin Castro,D,281051,3720,950595,3006245,255.53629032258064,808.130376344086
RepVeasey,Rep. Marc Veasey,Marc Veasey,D,32562,2134,25916,61890,12.144329896907216,29.00187441424555
PeteSessions,Pete Sessions,Pete Sessions,R,32745,1175,4883,16084,4.155744680851064,13.688510638297872
Nanette4CA,Nanette Barragan,Nanette Barragan,D,3847,694,1733,7860,2.4971181556195967,11.32564841498559
RepJimmyGomez,Rep. Jimmy Gomez,Jimmy Gomez,D,37921,3305,38325,110430,11.59606656580938,33.413010590015126
standwithraul,Rep. Raul Grijalva,Raul Grijalva,D,3822,1874,8254,17231,4.404482390608324,9.194770544290288
RepEscobar,Rep. Veronica Escobar,Veronica Escobar,D,86666,2137,202746,732898,94.8741226017782,342.9564810481984
RepTimWalz,Fmr. Rep. Tim Walz,Tim Walz,D,25334,2146,85974,303831,40.06244175209692,141.58014911463187
RepSteveChabot,Rep. Steve Chabot,Steve Chabot,R,35421,737,13975,43810,18.96200814111262,59.443690637720486
RepTrey,Trey Hollingsworth,Trey Hollingsworth,R,12832,548,1997,6971,3.644160583941606,12.72080291970803
gregstantonaz,Greg Stanton,Greg Stanton,D,66347,1608,34975,120587,21.750621890547265,74.99191542288557
timkaine,Tim Kaine,Tim Kaine,D,995979,2577,1993041,6727574,773.395809080326,2610.6224291812186
RepLujanGrisham,MichelleLujanGrisham,Michelle Lujan Grisham,D,27029,2421,14064,44914,5.8091697645600995,18.551838083436596
gregwalden,Greg Walden,Greg Walden,R,1532,32,57,119,1.78125,3.71875
TomReedCongress,Tom Reed,Tom Reed,R,4067,282,266,791,0.9432624113475178,2.8049645390070923
JimInhofe,Sen. Jim Inhofe,Jim Inhofe,R,85719,1754,79201,281793,45.15450399087799,160.65735461801597
tommcclintock,Tom McClintock,Tom McClintock,R,5397,195,739,1921,3.7897435897435896,9.851282051282052
Donald_McEachin,Donald McEachin,Donald McEachin,D,7665,516,3314,11316,6.422480620155039,21.930232558139537
RepBradWenstrup,Rep. Brad Wenstrup,Brad Wenstrup,R,30512,1368,10267,38813,7.505116959064328,28.372076023391813
SenDanSullivan,Sen. Dan Sullivan,Dan Sullivan,R,58915,1622,23022,62345,14.193588162762023,38.43711467324291
HaleyLive,Haley Stevens,Haley Stevens,D,29395,3425,47225,246100,13.788321167883211,71.85401459854015
sendavidperdue,David Perdue,David Perdue,R,125709,2013,88110,331048,43.77049180327869,164.45504222553402
RepJackBergman,Rep. Jack Bergman,Jack Bergman,R,10940,862,3710,11254,4.303944315545244,13.055684454756381
michaelgwaltz,Rep. Mike Waltz,Michael Waltz,R,32148,1727,10962,23667,6.347423277359583,13.704111175448755
RepBenCline,Congressman Ben Cline,Ben Cline,R,13632,606,13202,34615,21.785478547854787,57.12046204620462
ChuckGrassley,ChuckGrassley,Chuck Grassley,R,653430,3643,743352,2688931,204.0494098270656,738.1089761185835
Raul_Labrador,Raul R. Labrador,Raul Labrador,R,19752,637,5681,15490,8.918367346938776,24.317111459968604
MikeCrapo,Senator Mike Crapo,Mike Crapo,R,122795,1615,15068,57470,9.330030959752323,35.585139318885446
JasonCrowCO,Jason Crow,Jason Crow,D,41473,1235,35406,107196,28.668825910931176,86.79838056680163
RepGoodlatte,Bob Goodlatte,Bob Goodlatte,R,103727,992,35910,103019,36.19959677419355,103.84979838709677
RepStephMurphy,U.S. Rep. Stephanie Murphy,Stephanie Murphy,D,40192,2720,48467,158959,17.81875,58.44080882352941
RepDannyDavis,Rep. Danny K. Davis,Danny K. Davis,D,17819,1231,6358,16346,5.164906580016247,13.27863525588952
JoeNeguse,Joe Neguse,Joe Neguse,D,59655,475,20543,108027,43.24842105263158,227.42526315789473
rep_stevewomack,Rep. Steve Womack,Steve Womack,R,25072,2788,13632,48535,4.889526542324247,17.408536585365855
chelliepingree,Congresswoman Chellie Pingree,Chellie Pingree,D,31872,3119,34818,111639,11.163193331195895,35.79320294966335
RepRickAllen,Rick W. Allen,Rick W. Allen,R,25434,1279,14535,55407,11.364347146207974,43.320562939796716
standwithbarry,Barry Loudermilk,Barry Loudermilk,R,3374,416,1158,2627,2.7836538461538463,6.314903846153846
RepSchrader,Rep. Kurt Schrader,Kurt Schrader,D,31662,835,7864,27231,9.417964071856288,32.61197604790419
TomCottonAR,Tom Cotton,Tom Cotton,R,180122,895,359230,1015260,401.3743016759777,1134.3687150837989
RepDianeBlack,Diane Black,Diane Black,R,27403,898,8654,30168,9.6369710467706,33.59465478841871
RepBryanSteil,Bryan Steil,Bryan Steil,R,14733,1548,33367,71930,21.554909560723516,46.46640826873385
RepJohnJoyce,John Joyce,John Joyce,R,13731,793,23017,77299,29.025220680958387,97.4766708701135
RepDeSaulnier,Mark DeSaulnier,Mark DeSaulnier,D,22574,3735,44101,145651,11.807496653279786,38.996251673360106
DebFischerNE,Deb Fischer,Deb Fischer,R,4920,361,1452,4030,4.022160664819944,11.163434903047092
RepWalberg,Rep Tim Walberg,Tim Walberg,R,20213,1552,7754,24072,4.996134020618556,15.510309278350515
RepBetoORourke,Rep. Beto O'Rourke,Beto O'Rourke,D,238418,676,31794,107054,47.032544378698226,158.3639053254438
RepSamGraves,Rep. Sam Graves,Sam Graves,R,15113,1252,15690,44357,12.531948881789138,35.42891373801917
BrianMastFL,Brian Mast,Brian Mast,R,28826,338,2151,5361,6.363905325443787,15.86094674556213
SenatorLoeffler,Senator Kelly Loeffler,Kelly Loeffler,R,83386,457,38545,172136,84.34354485776805,376.6652078774617
RepAndyHarrisMD,"Rep. Andy Harris, MD",Andy Harris,R,19793,685,23436,48334,34.21313868613139,70.56058394160584
RepJeffries,Hakeem Jeffries,Hakeem Jeffries,D,417205,1941,1012753,3684922,521.768675940237,1898.4657393096343
MarshaBlackburn,Sen. Marsha Blackburn,Marsha Blackburn,R,338730,2884,967628,2702283,335.51595006934815,936.99133148405
AndyKimNJ,Andy Kim,Andy Kim,D,98047,1325,39886,129678,30.102641509433962,97.87018867924529
RepHaleyStevens,Rep. Haley Stevens,Haley Stevens,D,39980,1779,39334,191688,22.11017425519955,107.7504215851602
chuckschumer,Chuck Schumer,Chuck Schumer,D,38660,22,4321,13054,196.4090909090909,593.3636363636364
TomCarperforDE,Tom Carper,Tom Carper,D,4384,403,988,3786,2.4516129032258065,9.394540942928039
stevestivers,Steve Stivers,Steve Stivers,R,4621,187,307,1140,1.641711229946524,6.096256684491979
BuckForColorado,Ken Buck,Ken Buck,R,7981,1,4,8,4.0,8.0
RepCicilline,Cicilline Press Office,David Cicilline,D,32415,2342,30814,68992,13.157130657557643,29.458582408198122
SusieLeeNV,Susie Lee,Susie Lee,D,8277,1779,10106,33151,5.680719505340079,18.634626194491286
RobWittman,Rep. Rob Wittman,Rob Wittman,R,29661,1625,11481,29659,7.065230769230769,18.25169230769231
ScottPetersSD,Scott Peters,Scott Peters,D,12303,1891,3544,32701,1.8741406663141196,17.292966684294026
Malinowski,Tom Malinowski,Tom Malinowski,D,44804,2016,173405,549872,86.01438492063492,272.75396825396825
DougJones,Doug Jones,Doug Jones,D,262963,1135,1322901,4671649,1165.5515418502202,4115.990308370044
DarrellIssa,Darrell Issa,Darrell Issa,R,274094,839,21943,66108,26.153754469606675,78.7938021454112
RepRichHudson,Richard Hudson,Richard Hudson,R,22713,2373,19167,68654,8.077117572692794,28.931310577328276
RepTedDeutch,Rep. Ted Deutch,Ted Deutch,D,72968,5011,637041,1826230,127.12851726202355,364.44422271003793
Meuser4Congress,Dan Meuser,Dan Meuser,R,2019,403,373,1554,0.9255583126550868,3.8560794044665014
JenniferWexton,Jennifer Wexton,Jennifer Wexton,D,28421,2096,70846,249259,33.80057251908397,118.9212786259542
RepRaskin,Rep. Jamie Raskin,Jamie Raskin,D,316358,4038,239091,618732,59.210252600297174,153.22734026745914
ChuyForCongress,"Jesus ""Chuy"" Garcia","Jesus ""Chuy"" Garcia",D,19210,540,8969,40947,16.60925925925926,75.82777777777778
valdemings,Val Demings,Val Demings,D,116836,32,199,675,6.21875,21.09375
RepBarbaraLee,Rep. Barbara Lee,Barbara Lee,D,336099,4502,1376554,3458928,305.764993336295,768.3091959129276
ConawayTX11,Mike Conaway,Mike Conaway,R,23339,281,3088,9564,10.98932384341637,34.0355871886121
LacyClayMO1,Lacy Clay MO1st,Lacy Clay,D,11583,2810,11060,29836,3.9359430604982206,10.61779359430605
RepJohnKatko,Rep. John Katko,John Katko,R,29400,627,2032,9397,3.240829346092504,14.987240829346092
Rosa_DeLauro,Rosa DeLauro,Rosa DeLauro,D,6226,361,1135,3731,3.14404432132964,10.335180055401661
RepFrankLucas,Frank Lucas,Frank Lucas,R,21767,710,4260,13141,6.0,18.508450704225353
justinamash,Justin Amash,Justin Amash,R,489483,4025,3241197,14023749,805.2663354037267,3484.161242236025
Lizzie4Congress,Lizzie Pannill Fletcher,Lizzie Fletcher,D,16417,1303,23045,50435,17.686108979278586,38.70683039140445
LamarAlexander,Lamar Alexander,Lamar Alexander,R,5243,130,561,3071,4.315384615384615,23.623076923076923
RepLaHood,Darin LaHood,Darin LaHood,R,18678,1501,21283,80940,14.179213857428381,53.924050632911396
RepAdams,Rep. Alma Adams,Alma Adams,D,27068,4611,41578,122903,9.017132942962482,26.654304923010194
votemorelle,Joe Morelle,Joseph D. Morelle,D,1744,356,1609,5381,4.519662921348314,15.115168539325843
RepCarbajal,Rep. Salud Carbajal,Salud Carbajal,D,14569,2790,21395,68284,7.668458781362007,24.474551971326164
RepLeeZeldin,Lee Zeldin,Lee Zeldin,R,303722,2215,1660923,5261328,749.8523702031603,2375.317381489842
CongMikeSimpson,Cong. Mike Simpson,Mike Simpson,R,18977,599,2702,10277,4.510851419031719,17.156928213689483
RepDrewFerguson,Congressman Drew Ferguson,Drew Ferguson,R,11682,1539,6075,17999,3.9473684210526314,11.69525666016894
